region,year,sex,age_group,population
North West,2032,female,25-29,253276
North West,2033,female,25-29,257460
North West,2034,female,25-29,260427
North West,2035,female,25-29,263712
North West,2036,female,25-29,267727
North West,2037,female,25-29,271179
North West,2038,female,25-29,271339
North West,2039,female,25-29,270988
North West,2040,female,25-29,269965
North West,2041,female,25-29,268581
North West,2042,female,25-29,266017
North West,2043,female,25-29,263646
North West,2044,female,25-29,261799
North West,2045,female,25-29,259620
North West,2046,female,25-29,255716
North West,2047,female,25-29,253162
North West,2022,female,30-34,264895
North West,2023,female,30-34,267762
North West,2024,female,30-34,270631
North West,2025,female,30-34,270188
North West,2026,female,30-34,267442
North West,2027,female,30-34,266936
North West,2028,female,30-34,266254
North West,2029,female,30-34,266575
North West,2030,female,30-34,265809
North West,2031,female,30-34,265220
North West,2032,female,30-34,263495
North West,2033,female,30-34,263123
North West,2034,female,30-34,263025
North West,2035,female,30-34,264694
North West,2036,female,30-34,266864
North West,2037,female,30-34,269241
North West,2038,female,30-34,273491
North West,2039,female,30-34,276455
North West,2040,female,30-34,279746
North West,2041,female,30-34,283750
North West,2042,female,30-34,287172
North West,2043,female,30-34,287302
North West,2044,female,30-34,286889
North West,2045,female,30-34,285830
North West,2046,female,30-34,284415
North West,2047,female,30-34,281825
North West,2022,female,35-39,255665
North West,2023,female,35-39,263859
North West,2024,female,35-39,270642
North West,2025,female,35-39,274352
North West,2026,female,35-39,278350
North West,2027,female,35-39,281284
North West,2028,female,35-39,280959
North West,2029,female,35-39,281484
North West,2030,female,35-39,280788
North West,2031,female,35-39,278357
North West,2032,female,35-39,278152
North West,2033,female,35-39,277696
North West,2034,female,35-39,277943
North West,2035,female,35-39,277118
North West,2036,female,35-39,276452
North West,2037,female,35-39,274614
North West,2038,female,35-39,274136
North West,2039,female,35-39,274054
North West,2040,female,35-39,275710
North West,2041,female,35-39,277877
North West,2042,female,35-39,280312
North West,2043,female,35-39,284614
North West,2044,female,35-39,287585
North West,2045,female,35-39,290892
North West,2046,female,35-39,294903
North West,2047,female,35-39,298317
North West,2022,female,40-44,235723
North West,2023,female,40-44,244825
North West,2024,female,40-44,250091
North West,2025,female,40-44,254520
North West,2026,female,40-44,259522
North West,2027,female,40-44,264536
North West,2028,female,40-44,270908
North West,2029,female,40-44,276328
North West,2030,female,40-44,279958
North West,2031,female,40-44,284119
North West,2032,female,40-44,287230
North West,2033,female,40-44,287039
North West,2034,female,40-44,287612
North West,2035,female,40-44,286893
North West,2036,female,40-44,284477
North West,2037,female,40-44,284248
North West,2038,female,40-44,283796
North West,2039,female,40-44,283968
North West,2040,female,40-44,283115
North West,2041,female,40-44,282410
North West,2042,female,40-44,280515
North West,2043,female,40-44,279979
North West,2044,female,40-44,279916
North West,2045,female,40-44,281568
North West,2046,female,40-44,283734
North West,2047,female,40-44,286212
North West,2022,female,45-49,220939
North West,2023,female,45-49,217597
North West,2024,female,45-49,220070
North West,2025,female,45-49,225637
North West,2026,female,45-49,231884
North West,2027,female,45-49,239943
North West,2028,female,45-49,247896
North West,2029,female,45-49,252309
North West,2030,female,45-49,256599
North West,2031,female,45-49,261622
North West,2032,female,45-49,266764
North West,2033,female,45-49,273189
North West,2034,female,45-49,278616
North West,2035,female,45-49,282267
North West,2036,female,45-49,286416
North West,2037,female,45-49,289498
North West,2038,female,45-49,289319
North West,2039,female,45-49,289912
North West,2040,female,45-49,289194
North West,2041,female,45-49,286814
North West,2042,female,45-49,286585
North West,2043,female,45-49,286151
North West,2044,female,45-49,286283
North West,2045,female,45-49,285425
North West,2046,female,45-49,284701
North West,2047,female,45-49,282786
North West,2022,female,50-54,256690
North West,2023,female,50-54,252502
North West,2024,female,50-54,245560
North West,2025,female,50-54,238963
North West,2026,female,50-54,230098
North West,2027,female,50-54,222071
North West,2028,female,50-54,218173
North West,2029,female,50-54,220222
North West,2030,female,50-54,225753
North West,2031,female,50-54,232064
North West,2032,female,50-54,240117
North West,2033,female,50-54,248008
North West,2034,female,50-54,252352
North West,2035,female,50-54,256576
North West,2036,female,50-54,261518
North West,2037,female,50-54,266652
North West,2038,female,50-54,273042
North West,2039,female,50-54,278444
North West,2040,female,50-54,282108
North West,2041,female,50-54,286243
North West,2042,female,50-54,289302
North West,2043,female,50-54,289149
North West,2044,female,50-54,289771
North West,2045,female,50-54,289068
North West,2046,female,50-54,286742
North West,2047,female,50-54,286533
North West,2022,female,55-59,260411
North West,2023,female,55-59,260206
North West,2024,female,55-59,259684
North West,2025,female,55-59,256880
North West,2026,female,55-59,256380
North West,2027,female,55-59,254126
North West,2028,female,55-59,249609
North West,2029,female,55-59,242537
North West,2030,female,55-59,236104
North West,2031,female,55-59,227518
North West,2032,female,55-59,219796
North West,2033,female,55-59,216083
North West,2034,female,55-59,218210
North West,2035,female,55-59,223726
North West,2036,female,55-59,230003
North West,2037,female,55-59,237932
North West,2038,female,55-59,245679
North West,2039,female,55-59,249927
North West,2040,female,55-59,254079
North West,2041,female,55-59,258937
North West,2042,female,55-59,264047
North West,2043,female,55-59,270378
North West,2044,female,55-59,275732
North West,2045,female,55-59,279392
North West,2046,female,55-59,283503
North West,2047,female,55-59,286533
North West,2022,female,60-64,233490
North West,2023,female,60-64,240134
North West,2024,female,60-64,246406
North West,2025,female,60-64,251884
North West,2026,female,60-64,254654
North West,2027,female,60-64,254767
North West,2028,female,60-64,254349
North West,2029,female,60-64,253674
North West,2030,female,60-64,250997
North West,2031,female,60-64,250628
North West,2032,female,60-64,248504
North West,2033,female,60-64,244177
North West,2034,female,60-64,237366
North West,2035,female,60-64,231181
North West,2036,female,60-64,222897
North West,2037,female,60-64,215488
North West,2038,female,60-64,211976
North West,2039,female,60-64,214180
North West,2040,female,60-64,219664
North West,2041,female,60-64,225873
North West,2042,female,60-64,233642
North West,2043,female,60-64,241212
North West,2044,female,60-64,245356
North West,2045,female,60-64,249437
North West,2046,female,60-64,254204
North West,2047,female,60-64,259267
North West,2022,female,65-69,196197
North West,2023,female,65-69,200068
North West,2024,female,65-69,204888
North West,2025,female,65-69,210922
North West,2026,female,65-69,217349
North West,2027,female,65-69,224420
North West,2028,female,65-69,230786
North West,2029,female,65-69,236817
North West,2030,female,65-69,242196
North West,2031,female,65-69,244994
North West,2032,female,65-69,245258
North West,2033,female,65-69,244970
North West,2034,female,65-69,244410
North West,2035,female,65-69,241934
North West,2036,female,65-69,241689
North West,2037,female,65-69,239708
North West,2038,female,65-69,235613
North West,2039,female,65-69,229149
North West,2040,female,65-69,223299
North West,2041,female,65-69,215437
North West,2042,female,65-69,208441
North West,2043,female,65-69,205194
North West,2044,female,65-69,207483
North West,2045,female,65-69,212910
North West,2046,female,65-69,219006
North West,2047,female,65-69,226550
North West,2022,female,70-74,187248
North West,2023,female,70-74,181837
North West,2024,female,70-74,179977
North West,2025,female,70-74,178747
North West,2026,female,70-74,179721
North West,2027,female,70-74,183361
North West,2028,female,70-74,187130
North West,2029,female,70-74,191751
North West,2030,female,70-74,197622
North West,2031,female,70-74,203889
North West,2032,female,70-74,210773
North West,2033,female,70-74,216951
North West,2034,female,70-74,222804
North West,2035,female,70-74,228022
North West,2036,female,70-74,230789
North West,2037,female,70-74,231189
North West,2038,female,70-74,231048
North West,2039,female,70-74,230660
North West,2040,female,70-74,228469
North West,2041,female,70-74,228402
North West,2042,female,70-74,226646
North West,2043,female,70-74,222879
North West,2044,female,70-74,216885
North West,2045,female,70-74,211485
North West,2046,female,70-74,204196
North West,2047,female,70-74,197755
North West,2022,female,75-79,160376
North West,2023,female,75-79,167984
North West,2024,female,75-79,171170
North West,2025,female,75-79,174022
North West,2026,female,75-79,175458
North West,2027,female,75-79,166610
North West,2028,female,75-79,162150
North West,2029,female,75-79,160736
North West,2030,female,75-79,159873
North West,2031,female,75-79,161030
North West,2032,female,75-79,164573
North West,2033,female,75-79,168247
North West,2034,female,75-79,172679
North West,2035,female,75-79,178235
North West,2036,female,75-79,184162
North West,2037,female,75-79,190672
North West,2038,female,75-79,196498
North West,2039,female,75-79,202029
North West,2040,female,75-79,206960
North West,2041,female,75-79,209642
North West,2042,female,75-79,210206
North West,2043,female,75-79,210268
North West,2044,female,75-79,210122
North West,2045,female,75-79,208335
North West,2046,female,75-79,208519
North West,2047,female,75-79,207086
North West,2022,female,80-84,107658
North West,2023,female,80-84,109321
North West,2024,female,80-84,112548
North West,2025,female,80-84,115558
North West,2026,female,80-84,119666
North West,2027,female,80-84,131711
North West,2028,female,80-84,138399
North West,2029,female,80-84,141221
North West,2030,female,80-84,143675
North West,2031,female,80-84,144799
North West,2032,female,80-84,137708
North West,2033,female,80-84,134460
North West,2034,female,80-84,133644
North West,2035,female,80-84,133235
North West,2036,female,80-84,134557
North West,2037,female,80-84,137861
North West,2038,female,80-84,141294
North West,2039,female,80-84,145360
North West,2040,female,80-84,150358
North West,2041,female,80-84,155680
North West,2042,female,80-84,161546
North West,2043,female,80-84,166771
North West,2044,female,80-84,171743
North West,2045,female,80-84,176188
North West,2046,female,80-84,178685
North West,2047,female,80-84,179427
North West,2022,female,85-89,69041
North West,2023,female,85-89,70811
North West,2024,female,85-89,72308
North West,2025,female,85-89,73082
North West,2026,female,85-89,72797
North West,2027,female,85-89,73521
North West,2028,female,85-89,75438
North West,2029,female,85-89,78365
North West,2030,female,85-89,80998
North West,2031,female,85-89,84279
North West,2032,female,85-89,93788
North West,2033,female,85-89,98848
North West,2034,female,85-89,100944
North West,2035,female,85-89,102671
North West,2036,female,85-89,103312
North West,2037,female,85-89,98567
