Organisation_Code,Specialty,Number_Of_Beds,Effective_Snapshot_Date
RNS,361,1.576087,30/09/2019
RQY,148,0,30/09/2019
RV9,350,0,30/09/2019
RYG,147,0,30/09/2019
RP1,352,0,30/09/2019
RJ2,147,0,30/09/2019
RQ8,148,0,30/09/2019
RXX,350,0,30/09/2019
RP1,361,0,30/09/2019
RRP,148,0,30/09/2019
RVW,350,0,30/09/2019
RYK,147,0,30/09/2019
RP7,352,0,30/09/2019
RJ6,147,0,30/09/2019
RQW,148,0,30/09/2019
RXY,350,0,30/09/2019
RP7,361,0,30/09/2019
RRV,148,0,30/09/2019
RWA,350,0,30/09/2019
RYW,147,0,30/09/2019
RQ3,352,0,30/09/2019
RJ7,147,0,30/09/2019
RT1,148,0,30/09/2019
RYR,350,0,30/09/2019
RQ3,361,0.206522,30/09/2019
RT3,148,0,30/09/2019
RWY,350,0,30/09/2019
TAJ,147,0,30/09/2019
RRE,352,0,30/09/2019
RJZ,147,0,30/09/2019
RWG,148,0,30/09/2019
R1A,350,0,30/09/2019
RRE,361,0,30/09/2019
RV3,148,0,30/09/2019
RX3,350,0,30/09/2019
R1L,147,0,30/09/2019
RRJ,352,0,30/09/2019
RKE,147,0,30/09/2019
RWH,148,0,30/09/2019
RBK,350,0,30/09/2019
RRJ,361,0,30/09/2019
RVR,148,0,30/09/2019
RX4,350,0,30/09/2019
RAJ,147,0,30/09/2019
RRK,352,0,30/09/2019
RKL,147,0,30/09/2019
RWR,148,0,30/09/2019
RFS,350,0,30/09/2019
RRK,361,2.945652,30/09/2019
RWK,148,0,30/09/2019
RXE,350,0,30/09/2019
RC1,147,0,30/09/2019
RTG,352,0,30/09/2019
RP4,147,0,30/09/2019
RY3,148,0,30/09/2019
RHA,350,0,30/09/2019
RTG,361,0.097826,30/09/2019
RYJ,148,0,30/09/2019
RXF,350,0,30/09/2019
RC9,147,0,30/09/2019
RWD,352,0,30/09/2019
RP6,147,0,30/09/2019
R0A,148,0,30/09/2019
RJC,350,0,30/09/2019
RWD,361,1.097826,30/09/2019
RYX,148,0,30/09/2019
RXG,350,0,30/09/2019
RCX,147,0,30/09/2019
RWE,352,0,30/09/2019
RPG,147,0,30/09/2019
RBL,148,0,30/09/2019
RJE,350,0.01087,30/09/2019
RWE,361,2.619565,30/09/2019
TAF,148,0,30/09/2019
RXP,350,0,30/09/2019
RD8,147,0,30/09/2019
RWP,352,0,30/09/2019
RPY,147,0,30/09/2019
RBN,148,0,30/09/2019
RK5,350,0,30/09/2019
RWP,361,0,30/09/2019
R1J,148,0,30/09/2019
RY6,350,0,30/09/2019
RDD,147,0,30/09/2019
RX1,352,0,30/09/2019
RQM,147,0,30/09/2019
RBQ,148,0,30/09/2019
RKB,350,0,30/09/2019
RX1,361,0.717391,30/09/2019
RA3,148,0,30/09/2019
TAD,350,0,30/09/2019
RDE,147,0,30/09/2019
RXK,352,0,30/09/2019
RQX,147,0,30/09/2019
RBS,148,0,30/09/2019
RL1,350,0,30/09/2019
RXK,361,0.119565,30/09/2019
RA4,148,0,30/09/2019
TAH,350,0,30/09/2019
RGM,147,0,30/09/2019
RXM,352,0,30/09/2019
RQY,147,0,30/09/2019
RBT,148,0,30/09/2019
RL4,350,0,30/09/2019
RXM,361,0,30/09/2019
RA7,148,0,30/09/2019
R1H,352,0,30/09/2019
RGN,147,0,30/09/2019
RXT,352,0,30/09/2019
RRP,147,0,30/09/2019
RBV,148,0,30/09/2019
RLQ,350,0,30/09/2019
RGR,834,0,30/09/2019
RA9,148,0,30/09/2019
R1K,352,0,30/09/2019
RGP,147,0,30/09/2019
RXW,352,0,30/09/2019
RRV,147,0,30/09/2019
REM,148,0,30/09/2019
RLT,350,0,30/09/2019
RGT,834,0,30/09/2019
RBA,148,0,30/09/2019
RAL,352,0,30/09/2019
RGR,147,0,30/09/2019
RY5,352,0,30/09/2019
RT3,147,0,30/09/2019
REN,148,0,30/09/2019
RLY,350,0,30/09/2019
RM1,834,0,30/09/2019
RBD,148,0,30/09/2019
RAN,352,0,30/09/2019
RGT,147,0,30/09/2019
RY8,352,0,30/09/2019
RV3,147,0,30/09/2019
REP,148,0,30/09/2019
RNA,350,0,30/09/2019
RMY,834,0,30/09/2019
RBZ,148,0,30/09/2019
RAP,352,0,30/09/2019
RM1,147,0,30/09/2019
RYG,352,0,30/09/2019
RVR,147,0,30/09/2019
RET,148,0,30/09/2019
RNQ,350,0,30/09/2019
RQ8,834,0,30/09/2019
RD1,148,0,30/09/2019
RAS,352,0,30/09/2019
RMY,147,0,30/09/2019
RYK,352,0,30/09/2019
RWK,147,0,30/09/2019
RJN,148,0,30/09/2019
RNS,350,0,30/09/2019
RQW,834,0,30/09/2019
RD3,148,0,30/09/2019
RAT,352,0,30/09/2019
RQ8,147,0,30/09/2019
RYW,352,0,30/09/2019
RYJ,147,0,30/09/2019
RJR,148,0,30/09/2019
RP1,350,0,30/09/2019
RT1,834,0,30/09/2019
RDY,148,0,30/09/2019
RAX,352,0,30/09/2019
RQW,147,0,30/09/2019
TAJ,352,0,30/09/2019
RYX,147,0,30/09/2019
RM3,148,0,30/09/2019
RP7,350,0,30/09/2019
RWG,834,0,30/09/2019
RDZ,148,0,30/09/2019
RF4,352,0,30/09/2019
RT1,147,0,30/09/2019
R1L,352,0,30/09/2019
TAF,147,0,30/09/2019
RMC,148,0,30/09/2019
RQ3,350,0,30/09/2019
RWH,834,0,30/09/2019
REF,148,0,30/09/2019
RJ1,352,0,30/09/2019
RWG,147,0,30/09/2019
RAJ,352,0,30/09/2019
R1J,147,0,30/09/2019
RMP,148,0,30/09/2019
RRE,350,0,30/09/2019
RWR,834,0,30/09/2019
RH5,148,0,30/09/2019
RJ2,352,0,30/09/2019
RWH,147,0,30/09/2019
RC1,352,0,30/09/2019
RA3,147,0,30/09/2019
RQ6,148,0,30/09/2019
RRJ,350,0,30/09/2019
RY3,834,0,30/09/2019
RH8,148,0,30/09/2019
RJ6,352,0,30/09/2019
RWR,147,0,30/09/2019
RC9,352,0,30/09/2019
RA4,147,0,30/09/2019
RRF,148,0,30/09/2019
RRK,350,0,30/09/2019
R0A,834,0,30/09/2019
RJ8,148,0,30/09/2019
RJ7,352,0,30/09/2019
RY3,147,0,30/09/2019
RCX,352,0,30/09/2019
RA7,147,0,30/09/2019
RT2,148,0,30/09/2019
RTG,350,0,30/09/2019
RBL,834,0,30/09/2019
RK9,148,0,30/09/2019
RJZ,352,0,30/09/2019
R0A,147,0,30/09/2019
RD8,352,0,30/09/2019
RA9,147,0,30/09/2019
RTV,148,0,30/09/2019
RWD,350,0,30/09/2019
RBN,834,0,30/09/2019
RN3,148,0,30/09/2019
RKE,352,0,30/09/2019
RBL,147,0,30/09/2019
RDD,352,0,30/09/2019
RBA,147,0,30/09/2019
RTX,148,0,30/09/2019
RWE,350,0.021739,30/09/2019
RBQ,834,0,30/09/2019
RNZ,148,0,30/09/2019
RKL,352,0,30/09/2019
RBN,147,0,30/09/2019
RDE,352,0,30/09/2019
RBD,147,0,30/09/2019
RVY,148,0,30/09/2019
RWP,350,0,30/09/2019
RBS,834,0,30/09/2019
RTE,148,0,30/09/2019
RP4,352,0,30/09/2019
RBQ,147,0,30/09/2019
RGM,352,0,30/09/2019
RBZ,147,0,30/09/2019
RW4,148,0,30/09/2019
RX1,350,0,30/09/2019
RBT,834,0,30/09/2019
RTQ,148,0,30/09/2019
RP6,352,0,30/09/2019
RBS,147,0,30/09/2019
RGN,352,0,30/09/2019
RD1,147,0,30/09/2019
RW5,148,0,30/09/2019
RXK,350,0,30/09/2019
RBV,834,0,30/09/2019
RVJ,148,0,30/09/2019
RPG,352,0,30/09/2019
RBT,147,0,30/09/2019
RGP,352,0,30/09/2019
RD3,147,0,30/09/2019
RW6,148,0,30/09/2019
RXM,350,0,30/09/2019
REM,834,0,30/09/2019
RVN,148,0,30/09/2019
RPY,352,0,30/09/2019
RBV,147,0,30/09/2019
RGR,352,0,30/09/2019
RDY,147,0,30/09/2019
RWJ,148,0,30/09/2019
RXT,350,0,30/09/2019
REN,834,0,30/09/2019
RWV,148,0,30/09/2019
RQM,352,0,30/09/2019
REM,147,0,30/09/2019
RGT,352,0,30/09/2019
RDZ,147,0,30/09/2019
RWW,148,0,30/09/2019
RXW,350,0,30/09/2019
REP,834,0,30/09/2019
R1C,148,0,30/09/2019
RA3,831,0,30/09/2019
RJ7,370,10.847826,30/09/2019
RA4,831,0,30/09/2019
RL4,360,0,30/09/2019
RA7,831,0,30/09/2019
RXG,831,0,30/09/2019
RA9,831,0,30/09/2019
RCX,370,8.586957,30/09/2019
RBA,831,0,30/09/2019
RJZ,370,3.228261,30/09/2019
RBD,831,0,30/09/2019
RLQ,360,0,30/09/2019
RBZ,831,0,30/09/2019
RXP,831,0,30/09/2019
RD1,831,0,30/09/2019
RD8,370,7.956522,30/09/2019
RD3,831,0,30/09/2019
RKE,370,4.48913,30/09/2019
RDY,831,0,30/09/2019
RLT,360,0,30/09/2019
RDZ,831,0,30/09/2019
RY6,831,0,30/09/2019
REF,831,0,30/09/2019
RDD,370,0,30/09/2019
RH5,831,0,30/09/2019
RKL,370,0,30/09/2019
RH8,831,0,30/09/2019
R1H,833,0,30/09/2019
RJ8,831,0,30/09/2019
TAD,831,0,30/09/2019
RK9,831,0,30/09/2019
RDE,370,0,30/09/2019
RN3,831,0,30/09/2019
RP4,370,3.923913,30/09/2019
RNZ,831,0,30/09/2019
R1K,833,0,30/09/2019
RTE,831,0,30/09/2019
TAH,831,0,30/09/2019
RTQ,831,0,30/09/2019
RGM,370,0,30/09/2019
RVJ,831,0,30/09/2019
RP6,370,0,30/09/2019
RVN,831,0,30/09/2019
RH8,149,0,30/09/2019
RQ6,149,0,30/09/2019
RFS,160,0,30/09/2019
RJ1,171,0.01087,30/09/2019
RNU,150,0,30/09/2019
RFR,150,0,30/09/2019
RX4,160,0,30/09/2019
RRK,170,0.565217,30/09/2019
RJ8,149,0,30/09/2019
RRF,149,0,30/09/2019
RHA,160,0,30/09/2019
RJ2,171,1.793478,30/09/2019
RPA,150,0,30/09/2019
RGD,150,0,30/09/2019
RXE,160,0,30/09/2019
RTG,170,0,30/09/2019
RK9,149,0,30/09/2019
RT2,149,0,30/09/2019
RJC,160,0,30/09/2019
RJ6,171,0.184783,30/09/2019
RPC,150,0,30/09/2019
RHQ,150,0.782609,30/09/2019
RXF,160,10.847826,30/09/2019
RWD,170,0,30/09/2019
RN3,149,0,30/09/2019
RTV,149,0,30/09/2019
RJE,160,5.673913,30/09/2019
RJ7,171,2.532609,30/09/2019
RTH,150,3.097826,30/09/2019
RJL,150,0,30/09/2019
RXG,160,0,30/09/2019
RWE,170,0.032609,30/09/2019
RNZ,149,0,30/09/2019
RTX,149,0,30/09/2019
RK5,160,0.032609,30/09/2019
RJZ,171,1.141304,30/09/2019
RTK,150,0,30/09/2019
RNL,150,0,30/09/2019
RXP,160,10.891304,30/09/2019
RWP,170,0,30/09/2019
RTE,149,0,30/09/2019
RVY,149,0,30/09/2019
RKB,160,2.141304,30/09/2019
RKE,171,0,30/09/2019
RTP,150,0,30/09/2019
RNN,150,0,30/09/2019
RY6,160,0,30/09/2019
RX1,170,0,30/09/2019
RTQ,149,0,30/09/2019
RW4,149,0,30/09/2019
RL1,160,0,30/09/2019
RKL,171,0,30/09/2019
RVV,150,0,30/09/2019
RP5,150,0,30/09/2019
TAD,160,0,30/09/2019
RXK,170,0,30/09/2019
RVJ,149,0,30/09/2019
RW5,149,0,30/09/2019
RL4,160,0.967391,30/09/2019
RP4,171,1.086957,30/09/2019
RW1,150,0,30/09/2019
RR7,150,0,30/09/2019
TAH,160,0,30/09/2019
RXM,170,0,30/09/2019
RVN,149,0,30/09/2019
RW6,149,0,30/09/2019
RLQ,160,0.097826,30/09/2019
RP6,171,0,30/09/2019
RWF,150,0,30/09/2019
RR8,150,0.956522,30/09/2019
R1H,170,0.032609,30/09/2019
RXT,170,0,30/09/2019
RWV,149,0,30/09/2019
RWJ,149,0,30/09/2019
RLT,160,0.293478,30/09/2019
RPG,171,0,30/09/2019
RWX,150,0,30/09/2019
RTD,150,2.891304,30/09/2019
R1K,170,0,30/09/2019
RXW,170,0,30/09/2019
R1C,149,0,30/09/2019
RWW,149,0,30/09/2019
RLY,160,0,30/09/2019
RPY,171,0,30/09/2019
RX2,150,0,30/09/2019
RTF,150,0,30/09/2019
RAL,170,0,30/09/2019
RY5,170,0,30/09/2019
R1F,149,0,30/09/2019
RXA,149,0,30/09/2019
RNA,160,6.5,30/09/2019
RQM,171,2.076087,30/09/2019
RXC,150,0,30/09/2019
RTR,150,0.521739,30/09/2019
RAN,170,0,30/09/2019
RY8,170,0,30/09/2019
RA2,149,0,30/09/2019
RXL,149,0,30/09/2019
RNQ,160,0.206522,30/09/2019
RQX,171,0,30/09/2019
RXH,150,0,30/09/2019
RV9,150,0,30/09/2019
RAP,170,0,30/09/2019
RYG,170,0,30/09/2019
RDR,149,0,30/09/2019
RXN,149,0,30/09/2019
RNS,160,3.097826,30/09/2019
RQY,171,0,30/09/2019
RXQ,150,0,30/09/2019
RVW,150,0,30/09/2019
RAS,170,0,30/09/2019
RYK,170,0,30/09/2019
RDU,149,0,30/09/2019
RXR,149,0,30/09/2019
RP1,160,0,30/09/2019
RRP,171,0,30/09/2019
RXX,150,0,30/09/2019
RWA,150,0.076087,30/09/2019
RAT,170,0,30/09/2019
RYW,170,0,30/09/2019
RHM,149,0,30/09/2019
R0B,149,0,30/09/2019
RP7,160,0,30/09/2019
RRV,171,0.293478,30/09/2019
RXY,150,0,30/09/2019
RWY,150,0,30/09/2019
RAX,170,0,30/09/2019
TAJ,170,0,30/09/2019
RHU,149,0,30/09/2019
RAE,149,0,30/09/2019
RQ3,160,3.413043,30/09/2019
RT3,171,0,30/09/2019
RYR,150,0,30/09/2019
RX3,150,0,30/09/2019
RF4,170,0,30/09/2019
R1L,170,0,30/09/2019
RHW,149,0,30/09/2019
RCB,149,0,30/09/2019
RRE,160,0,30/09/2019
RV3,171,0,30/09/2019
R1A,150,0,30/09/2019
RX4,150,0,30/09/2019
RJ1,170,0,30/09/2019
RAJ,170,0,30/09/2019
RN5,149,0,30/09/2019
RCD,149,0,30/09/2019
RRJ,160,0,30/09/2019
RVR,171,0.543478,30/09/2019
RBK,150,0,30/09/2019
RXE,150,0,30/09/2019
RJ2,170,0,30/09/2019
RC1,170,0,30/09/2019
RN7,149,0,30/09/2019
RCF,149,0,30/09/2019
RRK,160,7.065217,30/09/2019
RWK,171,0,30/09/2019
RFS,150,0,30/09/2019
RXF,150,0,30/09/2019
RJ6,170,0,30/09/2019
RC9,170,0,30/09/2019
RNU,149,0,30/09/2019
RCU,149,0,30/09/2019
RTG,160,0.51087,30/09/2019
RYJ,171,0.608696,30/09/2019
RHA,150,0,30/09/2019
RXG,150,0,30/09/2019
RJ7,170,0,30/09/2019
RCX,170,0,30/09/2019
RPA,149,0,30/09/2019
RFF,149,0,30/09/2019
RWD,160,0.554348,30/09/2019
RYX,171,0,30/09/2019
RJC,150,0,30/09/2019
RXP,150,0,30/09/2019
RJZ,170,0.054348,30/09/2019
RD8,170,0,30/09/2019
RPC,149,0,30/09/2019
RFR,149,0,30/09/2019
RWE,160,6.336957,30/09/2019
TAF,171,0,30/09/2019
RJE,150,0.293478,30/09/2019
RY6,150,0,30/09/2019
RKE,170,0,30/09/2019
RDD,170,0.336957,30/09/2019
RTH,149,0,30/09/2019
RGD,149,0,30/09/2019
RWP,160,0,30/09/2019
R1J,171,0,30/09/2019
RK5,150,0,30/09/2019
TAD,150,0,30/09/2019
RKL,170,0,30/09/2019
RDE,170,0,30/09/2019
RTK,149,0,30/09/2019
RHQ,149,0,30/09/2019
RX1,160,1.858696,30/09/2019
RA3,171,0,30/09/2019
RKB,150,0.652174,30/09/2019
TAH,150,0,30/09/2019
RP4,170,0.065217,30/09/2019
RGM,170,6.032609,30/09/2019
RTP,149,0,30/09/2019
RJL,149,0,30/09/2019
RXK,160,0.01087,30/09/2019
RA4,171,0,30/09/2019
RL1,150,0,30/09/2019
R1H,160,5.826087,30/09/2019
RP6,170,0,30/09/2019
RGN,170,0,30/09/2019
RVV,149,0,30/09/2019
RNL,149,0,30/09/2019
RXM,160,0,30/09/2019
RA7,171,2.282609,30/09/2019
RL4,150,0,30/09/2019
R1K,160,0,30/09/2019
RPG,170,0,30/09/2019
RGP,170,0,30/09/2019
RW1,149,0,30/09/2019
RNN,149,0,30/09/2019
RXT,160,0,30/09/2019
RA9,171,0,30/09/2019
RLQ,150,0,30/09/2019
RAL,160,12.576087,30/09/2019
RPY,170,0,30/09/2019
RGR,170,0,30/09/2019
RWF,149,0,30/09/2019
RP5,149,0,30/09/2019
RXW,160,0,30/09/2019
RBA,171,0,30/09/2019
RLT,150,0,30/09/2019
RAN,160,0,30/09/2019
RQM,170,0,30/09/2019
RGT,170,0,30/09/2019
RWX,149,0,30/09/2019
RR7,149,0,30/09/2019
RY5,160,0,30/09/2019
RBD,171,0,30/09/2019
RLY,150,0,30/09/2019
RAP,160,0,30/09/2019
RQX,170,0,30/09/2019
RM1,170,0.108696,30/09/2019
RX2,149,0,30/09/2019
RR8,149,0,30/09/2019
RY8,160,0,30/09/2019
RBZ,171,0,30/09/2019
RNA,150,0,30/09/2019
RAS,160,0,30/09/2019
RQY,170,0,30/09/2019
RMY,170,0,30/09/2019
RXC,149,0,30/09/2019
RTD,149,0,30/09/2019
RYG,160,0,30/09/2019
RD1,171,0,30/09/2019
RNQ,150,0,30/09/2019
RAT,160,0,30/09/2019
RRP,170,0,30/09/2019
RQ8,170,0,30/09/2019
RXH,149,0,30/09/2019
RTF,149,0,30/09/2019
RYK,160,0,30/09/2019
RD3,171,0,30/09/2019
RNS,150,0,30/09/2019
RAX,160,1.945652,30/09/2019
RRV,170,0.01087,30/09/2019
RQW,170,0,30/09/2019
RXQ,149,0,30/09/2019
RTR,149,0,30/09/2019
RYW,160,0,30/09/2019
RDY,171,0,30/09/2019
RP1,150,0,30/09/2019
RF4,160,0,30/09/2019
RT3,170,2.826087,30/09/2019
RT1,170,0,30/09/2019
RXX,149,0,30/09/2019
RV9,149,0,30/09/2019
TAJ,160,0,30/09/2019
RDZ,171,0,30/09/2019
RP7,150,0,30/09/2019
RJ1,160,7.413043,30/09/2019
RV3,170,0,30/09/2019
RWG,170,0,30/09/2019
RXY,149,0,30/09/2019
RVW,149,0,30/09/2019
R1L,160,0,30/09/2019
REF,171,0.478261,30/09/2019
RQ3,150,0.630435,30/09/2019
RJ2,160,0.108696,30/09/2019
RVR,170,0,30/09/2019
RWH,170,0,30/09/2019
RYR,149,0,30/09/2019
RWA,149,0,30/09/2019
RAJ,160,0.652174,30/09/2019
RH5,171,0,30/09/2019
RRE,150,0,30/09/2019
RJ6,160,0,30/09/2019
RWK,170,0,30/09/2019
RWR,170,0,30/09/2019
R1A,149,0,30/09/2019
RWY,149,0,30/09/2019
RC1,160,1.782609,30/09/2019
RH8,171,0,30/09/2019
RRJ,150,0,30/09/2019
RJ7,160,5.315217,30/09/2019
RYJ,170,0.217391,30/09/2019
RY3,170,0,30/09/2019
RBK,149,0,30/09/2019
RX3,149,0,30/09/2019
RC9,160,0.630435,30/09/2019
RJ8,171,0,30/09/2019
RRK,150,1.23913,30/09/2019
RJZ,160,0,30/09/2019
RYX,170,0,30/09/2019
R0A,170,0.130435,30/09/2019
RFS,149,0,30/09/2019
RX4,149,0,30/09/2019
RCX,160,0.434783,30/09/2019
RK9,171,0,30/09/2019
RTG,150,0,30/09/2019
RKE,160,0,30/09/2019
TAF,170,0,30/09/2019
RBL,170,0,30/09/2019
RHA,149,0,30/09/2019
RXE,149,0,30/09/2019
RD8,160,0,30/09/2019
RN3,171,0,30/09/2019
RWD,150,0,30/09/2019
RKL,160,0,30/09/2019
R1J,170,0,30/09/2019
RBN,170,0,30/09/2019
RJC,149,0,30/09/2019
RXF,149,0,30/09/2019
RDD,160,0,30/09/2019
RNZ,171,0,30/09/2019
RWE,150,0,30/09/2019
RP4,160,1.521739,30/09/2019
RA3,170,0,30/09/2019
RBQ,170,0.26087,30/09/2019
RJE,149,0,30/09/2019
RXG,149,0,30/09/2019
RDE,160,2.684783,30/09/2019
RTE,171,0,30/09/2019
RWP,150,0,30/09/2019
RP6,160,0,30/09/2019
RA4,170,0,30/09/2019
RBS,170,0,30/09/2019
RK5,149,0,30/09/2019
RXP,149,0,30/09/2019
RGM,160,0,30/09/2019
RTQ,171,0,30/09/2019
RX1,150,1.043478,30/09/2019
RPG,160,0,30/09/2019
RA7,170,0.119565,30/09/2019
RBT,170,0,30/09/2019
RKB,149,0,30/09/2019
RY6,149,0,30/09/2019
RGN,160,4.108696,30/09/2019
RVJ,171,0,30/09/2019
RXK,150,0,30/09/2019
RPY,160,0.184783,30/09/2019
RA9,170,0,30/09/2019
RBV,170,0,30/09/2019
RL1,149,0,30/09/2019
TAD,149,0,30/09/2019
RJ8,900,0,30/09/2019
RMP,143,0,30/09/2019
RRF,900,0,30/09/2019
RHQ,145,0.152174,30/09/2019
RNU,145,0,30/09/2019
RNU,901,0,30/09/2019
RCU,901,0,30/09/2019
RFS,146,0,30/09/2019
RK9,900,0,30/09/2019
RQ6,143,0,30/09/2019
RT2,900,0,30/09/2019
RJL,145,0.684783,30/09/2019
RPA,145,0,30/09/2019
RPA,901,0,30/09/2019
RFF,901,0,30/09/2019
RHA,146,0,30/09/2019
RN3,900,0,30/09/2019
RRF,143,0,30/09/2019
RTV,900,0,30/09/2019
RNL,145,0,30/09/2019
RPC,145,2.054348,30/09/2019
RPC,901,0,30/09/2019
RFR,901,0,30/09/2019
RJC,146,0,30/09/2019
RNZ,900,0,30/09/2019
RT2,143,0,30/09/2019
RTX,900,0,30/09/2019
RNN,145,0,30/09/2019
RTH,145,6.173913,30/09/2019
RTH,901,0,30/09/2019
RGD,901,0,30/09/2019
RJE,146,0,30/09/2019
RTE,900,0,30/09/2019
RTV,143,0,30/09/2019
RVY,900,0,30/09/2019
RP5,145,0,30/09/2019
RTK,145,2.054348,30/09/2019
RTK,901,0,30/09/2019
RHQ,901,0,30/09/2019
RK5,146,0,30/09/2019
RTQ,900,0,30/09/2019
RTX,143,0,30/09/2019
RW4,900,0,30/09/2019
RR7,145,0,30/09/2019
RTP,145,0,30/09/2019
RTP,901,0,30/09/2019
RJL,901,0,30/09/2019
RKB,146,0,30/09/2019
RVJ,900,0,30/09/2019
RVY,143,0,30/09/2019
RW5,900,0,30/09/2019
RR8,145,0,30/09/2019
RVV,145,0,30/09/2019
RVV,901,0,30/09/2019
RNL,901,0,30/09/2019
RL1,146,0,30/09/2019
RVN,900,0,30/09/2019
RW4,143,0,30/09/2019
RW6,900,0,30/09/2019
RTD,145,0.043478,30/09/2019
RW1,145,0,30/09/2019
RW1,901,0,30/09/2019
RNN,901,0,30/09/2019
RL4,146,0,30/09/2019
RWV,900,0,30/09/2019
RW5,143,0,30/09/2019
RWJ,900,0,30/09/2019
RTF,145,0,30/09/2019
RWF,145,0,30/09/2019
RWF,901,0,30/09/2019
RP5,901,0,30/09/2019
RLQ,146,0,30/09/2019
R1C,900,0,30/09/2019
RW6,143,0,30/09/2019
RWW,900,0,30/09/2019
RTR,145,0,30/09/2019
RWX,145,0,30/09/2019
RWX,901,0,30/09/2019
RR7,901,0,30/09/2019
RLT,146,0,30/09/2019
R1F,900,0,30/09/2019
RWJ,143,0,30/09/2019
RXA,900,0,30/09/2019
RV9,145,0,30/09/2019
RX2,145,0,30/09/2019
RX2,901,0,30/09/2019
RR8,901,0,30/09/2019
RLY,146,0,30/09/2019
RA2,900,0,30/09/2019
RWW,143,0,30/09/2019
RXL,900,0,30/09/2019
RVW,145,0,30/09/2019
RXC,145,1.771739,30/09/2019
RXC,901,0,30/09/2019
RTD,901,0,30/09/2019
RNA,146,0,30/09/2019
RDR,900,0,30/09/2019
RXA,143,0,30/09/2019
RXN,900,0,30/09/2019
RWA,145,7,30/09/2019
RXH,145,0,30/09/2019
RXH,901,0,30/09/2019
RTF,901,0,30/09/2019
RNQ,146,0,30/09/2019
RDU,900,0.173913,30/09/2019
RXL,143,0,30/09/2019
RXR,900,0,30/09/2019
RWY,145,0.5,30/09/2019
RXQ,145,0,30/09/2019
RXQ,901,0,30/09/2019
RTR,901,0,30/09/2019
RNS,146,0,30/09/2019
RHM,900,0,30/09/2019
RXN,143,0,30/09/2019
R0B,900,0,30/09/2019
RX3,145,0,30/09/2019
RXX,145,0,30/09/2019
RXX,901,0,30/09/2019
RV9,901,0,30/09/2019
RP1,146,0,30/09/2019
RHU,900,0,30/09/2019
RXR,143,0,30/09/2019
RAE,900,0,30/09/2019
RX4,145,0,30/09/2019
RXY,145,0,30/09/2019
RXY,901,0,30/09/2019
RVW,901,0,30/09/2019
RP7,146,0,30/09/2019
RHW,900,0,30/09/2019
R0B,143,0,30/09/2019
RCB,900,0,30/09/2019
RXE,145,0,30/09/2019
RYR,145,0,30/09/2019
RYR,901,0,30/09/2019
RWA,901,0,30/09/2019
RQ3,146,0,30/09/2019
RN5,900,0,30/09/2019
RAE,143,0,30/09/2019
RCD,900,0,30/09/2019
RXF,145,0,30/09/2019
R1A,145,0,30/09/2019
R1A,901,0,30/09/2019
RWY,901,0,30/09/2019
RRE,146,0,30/09/2019
RN7,900,0,30/09/2019
RCB,143,0,30/09/2019
RCF,900,0,30/09/2019
RXG,145,0,30/09/2019
RBK,145,0,30/09/2019
RBK,901,0,30/09/2019
RX3,901,0,30/09/2019
RRJ,146,0,30/09/2019
RNU,900,0,30/09/2019
RCD,143,0,30/09/2019
RCU,900,0,30/09/2019
RXP,145,0,30/09/2019
RFS,145,0,30/09/2019
RFS,901,0,30/09/2019
RX4,901,0,30/09/2019
RRK,146,0,30/09/2019
RPA,900,0,30/09/2019
RCF,143,0,30/09/2019
RFF,900,0,30/09/2019
RY6,145,0,30/09/2019
RHA,145,0,30/09/2019
RHA,901,0,30/09/2019
RXE,901,0,30/09/2019
RTG,146,0,30/09/2019
RPC,900,0,30/09/2019
RCU,143,0,30/09/2019
RFR,900,0,30/09/2019
TAD,145,0,30/09/2019
RJC,145,0,30/09/2019
RJC,901,0,30/09/2019
RXF,901,0,30/09/2019
RWD,146,0,30/09/2019
RTH,900,3.73913,30/09/2019
RFF,143,0,30/09/2019
RGD,900,0,30/09/2019
TAH,145,0,30/09/2019
RJE,145,1.619565,30/09/2019
RJE,901,0,30/09/2019
RXG,901,0,30/09/2019
RWE,146,0,30/09/2019
RTK,900,0,30/09/2019
RFR,143,0,30/09/2019
RHQ,900,0,30/09/2019
R1H,146,0,30/09/2019
RK5,145,0,30/09/2019
RK5,901,0,30/09/2019
RXP,901,0,30/09/2019
RWP,146,0,30/09/2019
RTP,900,0,30/09/2019
RGD,143,0,30/09/2019
RJL,900,0,30/09/2019
R1K,146,0,30/09/2019
RKB,145,1.097826,30/09/2019
RKB,901,0,30/09/2019
RY6,901,0,30/09/2019
RX1,146,0,30/09/2019
RVV,900,0,30/09/2019
RHQ,143,0,30/09/2019
RNL,900,0,30/09/2019
RAL,146,0,30/09/2019
RL1,145,0,30/09/2019
RL1,901,0,30/09/2019
TAD,901,0,30/09/2019
RXK,146,0,30/09/2019
RW1,900,0,30/09/2019
RJL,143,0,30/09/2019
RNN,900,0,30/09/2019
RAN,146,0,30/09/2019
RL4,145,0,30/09/2019
RL4,901,0,30/09/2019
TAH,901,0,30/09/2019
RXM,146,0,30/09/2019
RWF,900,0,30/09/2019
RNL,143,0,30/09/2019
RP5,900,0,30/09/2019
RAP,146,0,30/09/2019
RLQ,145,0,30/09/2019
RLQ,901,0,30/09/2019
R1H,361,2.532609,30/09/2019
RXT,146,0,30/09/2019
RWX,900,0,30/09/2019
